date;location_key;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
03/05/2020;BE_VLG;-65;-29;31;-66;-32;13
04/05/2020;BE_VLG;-55;-15;15;-69;-59;24
05/05/2020;BE_VLG;-54;-11;36;-67;-59;25
06/05/2020;BE_VLG;-56;-16;45;-65;-56;22
07/05/2020;BE_VLG;-55;-9;26;-66;-58;25
08/05/2020;BE_VLG;-57;-8;19;-65;-56;27
09/05/2020;BE_VLG;-62;-17;51;-54;-27;16
10/05/2020;BE_VLG;-58;-17;-13;-65;-16;11
11/05/2020;BE_VLG;-42;-16;-1;-64;-55;22
12/05/2020;BE_VLG;-39;-8;21;-61;-54;23
13/05/2020;BE_VLG;-44;-12;4;-60;-52;21
14/05/2020;BE_VLG;-43;-4;2;-61;-53;23
15/05/2020;BE_VLG;-46;-4;4;-57;-50;24
16/05/2020;BE_VLG;-51;-15;15;-47;-18;15
17/05/2020;BE_VLG;-52;-9;78;-50;-12;9
18/05/2020;BE_VLG;-32;-7;42;-56;-50;19
19/05/2020;BE_VLG;-29;3;46;-53;-49;19
20/05/2020;BE_VLG;-22;16;46;-52;-49;16
21/05/2020;BE_VLG;-65;-63;96;-68;-83;28
22/05/2020;BE_VLG;-32;9;-1;-62;-66;26
23/05/2020;BE_VLG;-44;-15;14;-48;-12;13
24/05/2020;BE_VLG;-52;-13;42;-56;-7;9
25/05/2020;BE_VLG;-26;-7;41;-55;-48;18
26/05/2020;BE_VLG;-25;-1;53;-52;-47;18
27/05/2020;BE_VLG;-30;-6;57;-53;-45;16
28/05/2020;BE_VLG;-29;2;28;-53;-46;19
29/05/2020;BE_VLG;-35;4;25;-52;-44;19
30/05/2020;BE_VLG;-38;-4;50;-41;1;10
31/05/2020;BE_VLG;-43;5;112;-49;4;6
01/06/2020;BE_VLG;-60;-66;185;-68;-81;25
02/06/2020;BE_VLG;-19;18;51;-49;-43;16
03/06/2020;BE_VLG;-27;0;56;-49;-42;15
04/06/2020;BE_VLG;-34;0;-24;-53;-44;19
05/06/2020;BE_VLG;-38;-2;-35;-55;-42;20
06/06/2020;BE_VLG;-35;-8;9;-44;0;11
07/06/2020;BE_VLG;-38;-4;70;-51;4;8
08/06/2020;BE_VLG;-12;-11;-4;-51;-43;16
09/06/2020;BE_VLG;-12;-4;19;-47;-42;15
10/06/2020;BE_VLG;-14;-9;32;-47;-40;14
11/06/2020;BE_VLG;-13;-2;18;-46;-41;16
12/06/2020;BE_VLG;-17;-3;9;-47;-39;15
13/06/2020;BE_VLG;-19;-9;54;-36;9;6
14/06/2020;BE_VLG;-14;-3;77;-47;21;2
15/06/2020;BE_VLG;-8;-7;60;-45;-41;13
16/06/2020;BE_VLG;-6;1;52;-42;-40;14
17/06/2020;BE_VLG;-17;-9;-1;-47;-40;13
18/06/2020;BE_VLG;-10;0;25;-45;-40;14
19/06/2020;BE_VLG;-13;-1;29;-43;-38;13
20/06/2020;BE_VLG;-19;-13;58;-35;9;5
21/06/2020;BE_VLG;-15;-5;75;-47;12;2
22/06/2020;BE_VLG;-3;-5;71;-45;-42;12
23/06/2020;BE_VLG;0;2;88;-40;-41;11
24/06/2020;BE_VLG;-7;-3;84;-44;-38;9
25/06/2020;BE_VLG;-6;4;53;-42;-39;11
26/06/2020;BE_VLG;-15;-2;24;-41;-38;12
27/06/2020;BE_VLG;-21;-12;21;-36;5;4
28/06/2020;BE_VLG;-8;-4;70;-43;19;1
29/06/2020;BE_VLG;2;-2;63;-41;-39;10
30/06/2020;BE_VLG;2;1;42;-41;-39;11
01/07/2020;BE_VLG;-7;-9;33;-41;-40;9
02/07/2020;BE_VLG;-2;-2;48;-40;-42;11
03/07/2020;BE_VLG;-10;-6;51;-39;-42;10
04/07/2020;BE_VLG;-20;-15;21;-33;2;3
05/07/2020;BE_VLG;-16;-11;38;-41;8;1
06/07/2020;BE_VLG;-4;-9;56;-44;-46;10
07/07/2020;BE_VLG;-2;-6;82;-40;-46;10
08/07/2020;BE_VLG;-15;-14;-6;-46;-43;10
09/07/2020;BE_VLG;-7;-8;34;-43;-44;11
10/07/2020;BE_VLG;-16;-7;23;-42;-44;10
11/07/2020;BE_VLG;-25;-21;57;-27;5;2
12/07/2020;BE_VLG;-6;-9;107;-34;14;-2
13/07/2020;BE_VLG;-5;-10;110;-43;-49;9
14/07/2020;BE_VLG;-11;-9;16;-46;-49;12
15/07/2020;BE_VLG;-12;-15;53;-43;-44;9
16/07/2020;BE_VLG;-12;-8;1;-46;-48;13
17/07/2020;BE_VLG;-19;-10;31;-43;-47;10
18/07/2020;BE_VLG;-30;-23;74;-26;2;1
19/07/2020;BE_VLG;-17;-13;96;-36;11;-2
20/07/2020;BE_VLG;3;6;98;-50;-62;11
21/07/2020;BE_VLG;-40;-68;188;-59;-79;17
22/07/2020;BE_VLG;-12;-7;86;-46;-49;9
23/07/2020;BE_VLG;-13;-8;73;-46;-51;12
24/07/2020;BE_VLG;-26;-10;16;-48;-50;13
25/07/2020;BE_VLG;-33;-21;30;-33;-3;5
26/07/2020;BE_VLG;-23;-14;71;-39;11;1
27/07/2020;BE_VLG;-12;-10;72;-48;-54;13
28/07/2020;BE_VLG;-12;-9;69;-48;-53;14
29/07/2020;BE_VLG;-18;-16;86;-48;-51;12
30/07/2020;BE_VLG;-16;-6;55;-49;-53;14
31/07/2020;BE_VLG;-32;-13;30;-50;-53;14
01/08/2020;BE_VLG;-33;-22;47;-33;-2;5
02/08/2020;BE_VLG;-10;-9;84;-36;11;1
03/08/2020;BE_VLG;-7;-8;57;-50;-54;13
04/08/2020;BE_VLG;-3;-4;107;-46;-53;13
05/08/2020;BE_VLG;-11;-12;106;-47;-50;11
06/08/2020;BE_VLG;-15;-6;56;-49;-53;14
07/08/2020;BE_VLG;-26;-10;44;-49;-52;14
08/08/2020;BE_VLG;-37;-23;34;-37;-5;6
09/08/2020;BE_VLG;-29;-13;43;-46;7;2
10/08/2020;BE_VLG;-10;-7;74;-50;-54;13
11/08/2020;BE_VLG;-12;-7;62;-51;-53;14
12/08/2020;BE_VLG;-17;-15;63;-50;-50;12
13/08/2020;BE_VLG;-17;-9;29;-50;-52;15
14/08/2020;BE_VLG;-16;4;44;-47;-50;13
15/08/2020;BE_VLG;-56;-68;67;-40;-19;7
16/08/2020;BE_VLG;-16;3;66;-41;9;1
17/08/2020;BE_VLG;0;3;;-49;-54;12
18/08/2020;BE_VLG;-6;-4;;-47;-49;12
19/08/2020;BE_VLG;-12;-14;;-47;-46;10
20/08/2020;BE_VLG;-13;-11;;-47;-48;12
21/08/2020;BE_VLG;-19;-12;;-47;-47;12
22/08/2020;BE_VLG;-24;-21;51;-31;-1;4
23/08/2020;BE_VLG;-20;-12;51;-43;9;2
24/08/2020;BE_VLG;-4;-8;;-47;-48;11
25/08/2020;BE_VLG;-6;-6;;-47;-47;12
26/08/2020;BE_VLG;-11;-12;;-47;-44;10
27/08/2020;BE_VLG;-5;-6;;-44;-45;11
28/08/2020;BE_VLG;-15;-6;29;-43;-44;12
29/08/2020;BE_VLG;-17;-13;35;-26;-1;4
30/08/2020;BE_VLG;-18;-11;22;-44;6;2
31/08/2020;BE_VLG;9;4;;-42;-47;11
01/09/2020;BE_VLG;-3;2;;-34;-43;10
02/09/2020;BE_VLG;-6;-4;;-33;-38;7
03/09/2020;BE_VLG;-14;-4;;-37;-39;9
04/09/2020;BE_VLG;-15;-6;34;-34;-37;8
05/09/2020;BE_VLG;-17;-12;63;-27;-1;3
06/09/2020;BE_VLG;-10;-8;;-38;7;1
07/09/2020;BE_VLG;-7;-5;;-36;-42;7
08/09/2020;BE_VLG;-12;-6;;-35;-41;8
09/09/2020;BE_VLG;-11;-8;;-35;-37;7
10/09/2020;BE_VLG;-13;-6;;-35;-37;7
11/09/2020;BE_VLG;-17;-6;52;-33;-35;6
12/09/2020;BE_VLG;-19;-13;84;-23;0;1
13/09/2020;BE_VLG;-7;-6;136;-32;9;-2
14/09/2020;BE_VLG;-10;-7;89;-35;-33;5
15/09/2020;BE_VLG;-14;-5;87;-35;-34;7
16/09/2020;BE_VLG;-12;-9;87;-33;-32;6
17/09/2020;BE_VLG;-15;-8;50;-35;-32;7
18/09/2020;BE_VLG;-17;-6;55;-32;-30;6
19/09/2020;BE_VLG;-19;-14;92;-24;-3;2
20/09/2020;BE_VLG;-7;-5;132;-22;4;0
21/09/2020;BE_VLG;-7;-4;117;-34;-33;6
22/09/2020;BE_VLG;-11;-4;107;-32;-33;7
23/09/2020;BE_VLG;-14;-4;73;-32;-30;8
24/09/2020;BE_VLG;-19;-4;17;-35;-29;9
25/09/2020;BE_VLG;-24;-6;-6;-33;-29;9
26/09/2020;BE_VLG;-23;-12;1;-33;-6;6
27/09/2020;BE_VLG;-22;-14;32;-40;2;4
28/09/2020;BE_VLG;-19;-10;-2;-39;-32;10
29/09/2020;BE_VLG;-12;0;53;-34;-29;8
30/09/2020;BE_VLG;-11;-3;45;-32;-28;7
01/10/2020;BE_VLG;-18;-2;0;-33;-25;9
02/10/2020;BE_VLG;-19;-1;-2;-30;-26;9
03/10/2020;BE_VLG;-16;-6;4;-26;-5;5
04/10/2020;BE_VLG;-11;-13;33;-39;5;3
05/10/2020;BE_VLG;-12;-4;27;-36;-32;9
06/10/2020;BE_VLG;-16;-3;30;-35;-28;9
07/10/2020;BE_VLG;-13;-3;39;-34;-26;8
08/10/2020;BE_VLG;-19;-4;0;-34;-25;9
09/10/2020;BE_VLG;-21;-2;12;-36;-26;9
10/10/2020;BE_VLG;-20;-9;27;-31;-4;6
11/10/2020;BE_VLG;-23;-12;33;-44;3;4
12/10/2020;BE_VLG;-16;-2;28;-38;-28;9
13/10/2020;BE_VLG;-18;-2;18;-39;-28;10
14/10/2020;BE_VLG;-16;-4;25;-36;-27;10
15/10/2020;BE_VLG;-21;-3;5;-36;-26;11
16/10/2020;BE_VLG;-23;-1;8;-34;-26;11
17/10/2020;BE_VLG;-20;-8;34;-29;-6;7
18/10/2020;BE_VLG;-19;-14;45;-41;2;5
19/10/2020;BE_VLG;-32;-4;28;-42;-32;12
20/10/2020;BE_VLG;-35;-3;9;-44;-34;14
21/10/2020;BE_VLG;-33;-2;18;-41;-33;13
22/10/2020;BE_VLG;-38;0;-1;-41;-32;15
23/10/2020;BE_VLG;-40;3;12;-39;-31;15
24/10/2020;BE_VLG;-41;-7;12;-35;-16;12
25/10/2020;BE_VLG;-48;-10;13;-48;-10;9
26/10/2020;BE_VLG;-32;-4;23;-46;-36;14
27/10/2020;BE_VLG;-33;-2;11;-46;-37;16
28/10/2020;BE_VLG;-33;-3;8;-45;-37;16
29/10/2020;BE_VLG;-35;3;-20;-46;-38;18
30/10/2020;BE_VLG;-31;11;-2;-42;-37;17
31/10/2020;BE_VLG;-31;-7;57;-29;-20;11
01/11/2020;BE_VLG;-53;-21;2;-52;-21;10
02/11/2020;BE_VLG;-57;-21;12;-66;-67;24
03/11/2020;BE_VLG;-52;-8;55;-62;-60;23
04/11/2020;BE_VLG;-53;-15;65;-59;-57;20
05/11/2020;BE_VLG;-52;-6;45;-59;-58;23
06/11/2020;BE_VLG;-55;-6;47;-57;-57;24
07/11/2020;BE_VLG;-57;-19;107;-42;-26;14
08/11/2020;BE_VLG;-53;-17;102;-48;-19;9
09/11/2020;BE_VLG;-46;-11;61;-60;-56;21
10/11/2020;BE_VLG;-46;8;17;-61;-57;22
11/11/2020;BE_VLG;-68;-67;128;-67;-83;27
12/11/2020;BE_VLG;-49;8;9;-59;-55;23
13/11/2020;BE_VLG;-55;-1;5;-57;-53;24
14/11/2020;BE_VLG;-56;-12;79;-41;-23;14
15/11/2020;BE_VLG;-63;-19;-3;-59;-20;11
16/11/2020;BE_VLG;-50;-11;4;-52;-40;17
17/11/2020;BE_VLG;-49;-6;16;-51;-40;18
18/11/2020;BE_VLG;-47;-10;73;-47;-39;16
19/11/2020;BE_VLG;-54;-8;-21;-52;-38;20
20/11/2020;BE_VLG;-53;-2;8;-47;-36;19
21/11/2020;BE_VLG;-55;-12;44;-43;-21;14
22/11/2020;BE_VLG;-60;-17;25;-55;-17;10
23/11/2020;BE_VLG;-47;-12;30;-50;-39;17
24/11/2020;BE_VLG;-47;-5;37;-50;-39;17
25/11/2020;BE_VLG;-48;-7;35;-49;-38;16
26/11/2020;BE_VLG;-50;-3;4;-49;-37;18
27/11/2020;BE_VLG;-50;0;-1;-47;-36;19
28/11/2020;BE_VLG;-52;-12;68;-38;-19;13
29/11/2020;BE_VLG;-57;-13;41;-52;-14;9
30/11/2020;BE_VLG;-47;-12;-10;-52;-38;17
01/12/2020;BE_VLG;-33;0;-3;-47;-38;17
02/12/2020;BE_VLG;-31;1;12;-45;-34;16
03/12/2020;BE_VLG;-36;2;-26;-46;-34;18
04/12/2020;BE_VLG;-37;7;-5;-41;-32;18
05/12/2020;BE_VLG;-40;-5;14;-34;-14;13
06/12/2020;BE_VLG;-52;-15;19;-51;-12;9
07/12/2020;BE_VLG;-30;-6;3;-46;-36;16
08/12/2020;BE_VLG;-31;0;17;-46;-35;17
09/12/2020;BE_VLG;-36;-6;0;-45;-33;16
10/12/2020;BE_VLG;-37;-2;-7;-43;-33;18
11/12/2020;BE_VLG;-42;-1;-27;-41;-33;19
12/12/2020;BE_VLG;-41;-7;-2;-33;-15;13
13/12/2020;BE_VLG;-45;-11;49;-44;-12;9
14/12/2020;BE_VLG;-28;-4;7;-44;-37;16
15/12/2020;BE_VLG;-29;2;4;-47;-41;17
16/12/2020;BE_VLG;-29;-1;23;-43;-40;15
17/12/2020;BE_VLG;-31;4;0;-43;-41;18
18/12/2020;BE_VLG;-36;5;15;-39;-38;18
19/12/2020;BE_VLG;-41;-8;3;-31;-14;13
20/12/2020;BE_VLG;-35;10;58;-36;-9;8
21/12/2020;BE_VLG;-23;6;-19;-55;-58;20
22/12/2020;BE_VLG;-18;22;16;-54;-59;20
23/12/2020;BE_VLG;-24;27;-13;-52;-57;18
24/12/2020;BE_VLG;-34;22;-34;-61;-67;24
25/12/2020;BE_VLG;-83;-84;13;-77;-85;31
26/12/2020;BE_VLG;-55;-23;1;-42;-25;14
27/12/2020;BE_VLG;-67;-30;-66;-64;-22;12
28/12/2020;BE_VLG;-23;7;25;-58;-66;22
29/12/2020;BE_VLG;-24;16;39;-58;-67;22
30/12/2020;BE_VLG;-27;23;30;-55;-63;19
31/12/2020;BE_VLG;-36;28;-13;-63;-69;24
01/01/2021;BE_VLG;-84;-85;8;-77;-85;31
02/01/2021;BE_VLG;-54;-20;10;-41;-24;14
03/01/2021;BE_VLG;-57;-18;16;-51;-12;10
04/01/2021;BE_VLG;-34;1;-21;-49;-38;17
05/01/2021;BE_VLG;-37;-1;-6;-50;-39;17
06/01/2021;BE_VLG;-36;-4;0;-49;-36;16
07/01/2021;BE_VLG;-43;-9;-27;-48;-36;18
08/01/2021;BE_VLG;-45;-6;-25;-48;-33;19
09/01/2021;BE_VLG;-42;-9;8;-37;-12;13
10/01/2021;BE_VLG;-48;-15;52;-45;-9;9
11/01/2021;BE_VLG;-37;-8;-8;-49;-37;16
12/01/2021;BE_VLG;-41;-8;-4;-50;-38;17
13/01/2021;BE_VLG;-39;-8;5;-48;-36;15
14/01/2021;BE_VLG;-47;-10;-25;-50;-37;18
15/01/2021;BE_VLG;-48;-6;-14;-47;-35;17
16/01/2021;BE_VLG;-48;-16;1;-40;-16;13
17/01/2021;BE_VLG;-54;-21;25;-53;-11;9
18/01/2021;BE_VLG;-38;-12;2;-49;-38;15
19/01/2021;BE_VLG;-44;-12;-16;-52;-40;17
20/01/2021;BE_VLG;-40;-9;9;-49;-37;15
21/01/2021;BE_VLG;-46;-10;-24;-49;-37;18
22/01/2021;BE_VLG;-46;-5;4;-45;-34;17
23/01/2021;BE_VLG;-42;-11;14;-38;-10;12
24/01/2021;BE_VLG;-52;-18;48;-51;-10;8
25/01/2021;BE_VLG;-37;-11;10;-50;-39;15
26/01/2021;BE_VLG;-39;-8;19;-49;-39;16
27/01/2021;BE_VLG;-41;-9;-7;-50;-38;16
28/01/2021;BE_VLG;-44;-7;-29;-49;-37;18
29/01/2021;BE_VLG;-44;-1;-16;-47;-36;18
30/01/2021;BE_VLG;-44;-10;-34;-44;-13;13
31/01/2021;BE_VLG;-49;-18;37;-49;-8;8
01/02/2021;BE_VLG;-37;-9;2;-50;-38;15
02/02/2021;BE_VLG;-39;-4;0;-50;-39;16
03/02/2021;BE_VLG;-41;-9;-8;-51;-38;16
04/02/2021;BE_VLG;-41;-4;6;-46;-36;16
05/02/2021;BE_VLG;-43;0;8;-45;-33;17
06/02/2021;BE_VLG;-42;-5;-8;-42;-10;12
07/02/2021;BE_VLG;-58;-23;20;-56;-13;10
08/02/2021;BE_VLG;-43;-15;-1;-54;-47;19
09/02/2021;BE_VLG;-41;-4;18;-53;-47;19
10/02/2021;BE_VLG;-40;-4;3;-54;-43;17
11/02/2021;BE_VLG;-41;0;-1;-52;-43;19
12/02/2021;BE_VLG;-44;0;-8;-48;-41;20
13/02/2021;BE_VLG;-36;-4;44;-38;-11;11
14/02/2021;BE_VLG;-41;-9;84;-47;-4;7
15/02/2021;BE_VLG;-31;-7;-11;-56;-53;18
16/02/2021;BE_VLG;-28;1;49;-53;-52;18
17/02/2021;BE_VLG;-33;-5;45;-51;-49;15
18/02/2021;BE_VLG;-37;-4;-13;-52;-51;19
19/02/2021;BE_VLG;-38;2;38;-46;-49;18
20/02/2021;BE_VLG;-38;-6;115;-28;-11;9
21/02/2021;BE_VLG;-36;2;178;-33;-1;3
22/02/2021;BE_VLG;-31;-3;51;-45;-36;14
23/02/2021;BE_VLG;-30;2;81;-43;-36;14
24/02/2021;BE_VLG;-28;1;132;-41;-34;12
25/02/2021;BE_VLG;-34;3;29;-42;-34;15
26/02/2021;BE_VLG;-36;8;26;-38;-32;15
27/02/2021;BE_VLG;-35;-1;35;-30;-7;11
28/02/2021;BE_VLG;-37;1;134;-34;-1;5
01/03/2021;BE_VLG;-28;1;49;-44;-35;14
02/03/2021;BE_VLG;-28;4;93;-43;-35;14
03/03/2021;BE_VLG;-26;4;105;-41;-33;13
04/03/2021;BE_VLG;-40;-2;-30;-46;-34;17
05/03/2021;BE_VLG;-35;8;23;-38;-31;15
06/03/2021;BE_VLG;-31;1;68;-33;-8;10
07/03/2021;BE_VLG;-40;-1;88;-43;-2;6
08/03/2021;BE_VLG;-25;4;49;-44;-35;14
09/03/2021;BE_VLG;-32;2;11;-47;-36;15
10/03/2021;BE_VLG;-29;2;15;-45;-34;14
11/03/2021;BE_VLG;-37;1;-16;-44;-34;17
12/03/2021;BE_VLG;-39;7;-1;-40;-32;16
13/03/2021;BE_VLG;-37;-2;-13;-40;-9;12
14/03/2021;BE_VLG;-45;-6;28;-49;-3;8
15/03/2021;BE_VLG;-31;-1;11;-46;-35;15
16/03/2021;BE_VLG;-35;0;-7;-47;-36;16
17/03/2021;BE_VLG;-32;1;17;-45;-33;14
18/03/2021;BE_VLG;-36;3;-8;-43;-33;16
19/03/2021;BE_VLG;-36;8;36;-37;-31;15
20/03/2021;BE_VLG;-34;-1;81;-30;-6;10
21/03/2021;BE_VLG;-40;-2;51;-46;-2;7
22/03/2021;BE_VLG;-30;1;30;-45;-35;15
23/03/2021;BE_VLG;-27;7;75;-43;-36;15
24/03/2021;BE_VLG;-19;8;99;-41;-34;13
25/03/2021;BE_VLG;-23;11;18;-40;-34;16
26/03/2021;BE_VLG;-27;12;31;-36;-32;15
